"Search Location","Name","Ratings","Best Services","Remarks","Shop Address","Website","Phone"
"Anaheim, California 92805","CPR Cell Phone Repair","4.9 (2000)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","Cypress, CA","N/A","(714) 827-4277"
"Moreno Valley, California 92553","uBreakiFix - Phone and Computer Repair","4.5 (542)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Moreno Valley, CA","N/A","(951) 842-6400"
"Moreno Valley, California 92553","Moreno Valley Mall","4.1 (7800)","[Retail Shopping, Food Dining, Entertainment]","Diverse Options","Moreno Valley, CA","N/A","(951) 653-1177"
"Herriman, Utah 84096","ZAGG Mountain View Village","5 (595)","[Screen Repair, Lens Protector Replacement, Quick Fixes]","Fast Service","Riverton, UT","N/A","(385) 910-9742"
"Herriman, Utah 84096","Simple Fix","5 (410)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","West Jordan, UT","N/A","(801) 968-5121"
"Herriman, Utah 84096","CPR Cell Phone Repair","4.9 (500)","[Screen Repair, Battery Replacement, Glass Repair]","Fast Service","South Jordan, UT","N/A","(801) 900-6424"
"Herriman, Utah 84096","Tricked Out Accessories and Phone Repair","4.8 (2100)","[Screen Repair, Battery Replacement, Phone Repair]","Trustworthy Service","Orem, UT","N/A","(801) 229-6499"
"Herriman, Utah 84096","Bad Apple - South Jordan","4.7 (795)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","South Jordan, UT","N/A","(801) 634-2300"
"Reseda, California 91335","Zak Phone Kiosk","5 (843)","[Water Damage, Screen Repair, Battery Replacement]","Fast Service","Kiosk By Sephora, 14006 Riverside Dr","N/A","(818) 423-8313"
"Reseda, California 91335","FastFix Phone and Computer - Reseda","4.9 (1800)","[Screen Repair, Battery Replacement, iPhone Repair]","Trustworthy Service","7626 Reseda Blvd","N/A","(818) 938-9206"
"Reseda, California 91335","L.A. Tech Repairs","4.9 (1700)","[Screen Repair, Back Glass Repair, iPhone Repair]","Fast Service","6034 Reseda Blvd","N/A","(818) 300-8477"
"Reseda, California 91335","The Fix in Northridge Fashion Center","4.9 (1200)","[Screen Repair, Battery Replacement, Damage Repair]","Fast Service","9301 Tampa Ave unit 205","N/A","(818) 709-1999"
"Reseda, California 91335","CPR Cell Phone Repair","4.9 (1700)","[Screen Repair, Battery Replacement, Fast Repairs]","Quick Turnaround","16204 Devonshire St","N/A","(818) 792-3355"
"Peoria, Arizona 85383","iFixandRepair - Peoria","5 (407)","[Screen Repair, iPhone Repair, Mobile Phone Repair]","Reliable Service","Peoria, AZ","N/A","(602) 702-7025"
"Peoria, Arizona 85383","Mobile X Repair","5 (380)","[Screen Repair, iPhone Repair, Mobile Repair]","Quick Fix","Youngtown, AZ","N/A","(480) 744-2545"
"Peoria, Arizona 85383","Cellular Pro Mobile Fix","5 (467)","[Screen Repair, Battery Replacement, Glass Repair]","Quick Fixes","Peoria, AZ","N/A","(623) 666-1288"
"Peoria, Arizona 85383","Cell Phone Club - Phone Repair Shop & Game Console Repair - Micro-Soldering & B2B","5 (503)","[Screen Repair, Micro-Soldering, Game Console Repair]","Fast Service","Glendale, AZ","N/A","(602) 669-2561"
"Peoria, Arizona 85383","Cell Geeks & Repair - Phone repair store Phoenix/Metro","5 (777)","[Screen Repair, Battery Replacement, Water Damage]","Fast Repair","Phoenix, AZ","N/A","(623) 285-9078"
"Bakersfield, California 93306","CELLNOW BAKERSFIELD","4.9 (629)","[Screen Repair, iPhone Repair, Fast Repair]","Fast Service","5129 Ming Ave","N/A","(661) 546-4506"
"Bakersfield, California 93306","CellTech Cell Phone and Tablet Repair Mobile Service","4.8 (543)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","6225 Colony St","N/A","(559) 614-5459"
"Bakersfield, California 93306","uBreakiFix - Phone and Computer Repair","4.8 (583)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","2665 Calloway Dr Suite 214","N/A","(661) 241-4617"
"Bakersfield, California 93306","uBreakiFix - Phone and Computer Repair","4.5 (731)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Service","3700 California Ave Suite 200","N/A","(661) 215-4924"
"Chicago, Illinois 60634","GSM Solutions Inc.","5 (1100)","[Screen Repair, iPhone Repair, Mobile Repair]","Fast Service","Chicago, IL","N/A","(773) 860-4201"
"Chicago, Illinois 60634","Cellz Repairz","5 (483)","[Screen Repair, Battery Replacement, Phone Diagnostics]","Good Value","Chicago, IL","N/A","(773) 413-7489"
"Chicago, Illinois 60634","I-Tech Phone Repair","5 (421)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","Hometown, IL","N/A","(773) 886-4683"
"Chicago, Illinois 60634","All Day iFix","4.9 (593)","[Screen Repair, iPhone Repair, Mobile Repair]","Friendly Service","Chicago, IL","N/A","(773) 244-8177"
"Chicago, Illinois 60634","Cell N Comp Repairs","4.9 (590)","[Screen Repair, iPhone Repair, Mobile Repair]","Fast Service","Chicago, IL","N/A","(312) 929-9807"
"Charlotte, North Carolina 28277","uBreakiFix - Phone and Computer Repair","5 (16000)","[Screen Repair, Battery Replacement, Mobile Repair]","Convenient Service","Charlotte, NC","N/A","(704) 844-0706"
"Charlotte, North Carolina 28277","Perfect Screen","5 (967)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Charlotte, NC","N/A","(980) 867-3215"
"Charlotte, North Carolina 28277","CellFone Master - PHONE, GAME CONSOLE, LAPTOP - REPAIR & SALES","4.9 (1000)","[Screen Repair, Battery Replacement, Diagnostic Service]","Quick Fixes","Charlotte, NC","N/A","(704) 281-4756"
"Charlotte, North Carolina 28277","Device Doctor (One stop shop for all of your phone needs)","4.9 (511)","[Screen Repair, Battery Replacement, Diagnostic Service]","Trustworthy Repairs","Pineville, NC","N/A","(704) 840-0908"
"Charlotte, North Carolina 28277","Charlotte PhoneShop | Game Consoles, Computers & More","4.9 (1400)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Charlotte, NC","N/A","(567) 908-2959"
"Woodbridge, Virginia 22191","T.R.S. Mobile Tire Shop","5 (408)","[Screen Repair, Battery Replacement, Diagnostic Service]","Quick Fixes","Woodbridge, VA","N/A","(571) 330-3045"
"Woodbridge, Virginia 22191","Mobile Solutions","4.9 (440)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Service","Woodbridge, VA","N/A","(703) 910-6190"
"Woodbridge, Virginia 22191","Pro-Core Mobile Lawn Equipment & Small Engine Repair","4.9 (489)","[Lawn Mower Repair, Small Engine Repair, Diagnostics]","Quick Turnaround","Woodbridge, VA","N/A","(703) 987-5705"
"Woodbridge, Virginia 22191","Mobile Zone Phone & Laptop Repair","4.8 (308)","[Screen Repair, Phone Repair, Laptop Repair]","Fast Service","Woodbridge, VA","N/A","(571) 408-4689"
"Woodbridge, Virginia 22191","uBreakiFix - Phone and Computer Repair","4.8 (1400)","[Screen Repair, Phone Repair, Computer Repair]","Fast Service","Fairfax, VA","N/A","(703) 828-6442"
"Dallas, Texas 75211","iCloudwireless ( Phone Repair/Print Shop )","5 (416)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Dallas, TX","N/A","(214) 436-7998"
"Dallas, Texas 75211","iFixandRepair - Dallas Walmart","5 (869)","[Screen Repair, Battery Replacement, Water Damage]","Quick Fixes","Dallas, TX","N/A","(972) 333-0226"
"Dallas, Texas 75211","Non Stop Repair Group","4.9 (523)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Dallas, TX","N/A","(469) 693-4752"
"Dallas, Texas 75211","Doctor Wireless Cell Phones,Computer And iPhone Screen Repair","4.9 (899)","[Screen Repair, iPhone Repair, Computer Repair]","Quick Fixes","Dallas, TX","N/A","(469) 986-7748"
"Dallas, Texas 75211","iFixandRepair - Dallas Cockrell Hill Walmart","4.8 (307)","[Screen Repair, Battery Replacement, Water Damage]","Quick Fixes","Dallas, TX","N/A","(214) 882-5931"
"Simi Valley, California 93065","Easy Fix Repair- Thousand Oaks","5 (664)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Thousand Oaks, CA","N/A","(805) 603-5530"
"Simi Valley, California 93065","Sunset iPhone Screen Repair Los Angeles","5 (1000)","[Screen Repair, iPhone Repair, Mobile Repair]","Worth Travel","West Hollywood, CA","N/A","(310) 855-2665"
"Simi Valley, California 93065","iMobile LA iPhone , iPad , Mac & Pc Repair","4.9 (581)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Sherman Oaks, CA","N/A","(818) 984-3378"
"Simi Valley, California 93065","CPR Cell Phone Repair","4.9 (1700)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Granada Hills, CA","N/A","(818) 792-3355"
"Simi Valley, California 93065","iPhone Screen Repair iPad Screen Repair & Computer Repair","4.9 (897)","[iPhone Screen Repair, iPad Screen Repair, Computer Repair]","Fast Service","Santa Monica, CA","N/A","(310) 980-9862"
"Hendersonville, Tennessee 37075","The Fix in Walmart Hendersonville","5 (343)","[Screen Repair, Battery Replacement, Diagnostic Services]","Fast Service","Hendersonville, TN","N/A","(629) 321-1816"
"Hendersonville, Tennessee 37075","Nashville Cellular","4.9 (343)","[Screen Repair, Phone Repair, Battery Replacement]","Fast Service","Madison, TN","N/A","(615) 962-2021"
"Hendersonville, Tennessee 37075","Mr. Appliance of Hendersonville - Mt. Juliet","4.9 (542)","[Refrigerator Repair, Washer Repair, Dryer Repair]","Speedy Repairs","Hendersonville, TN","N/A","(615) 861-8703"
"Hendersonville, Tennessee 37075","uBreakiFix - Phone and Computer Repair","4.7 (793)","[Screen Repair, Camera Repair, Quick Fixes]","Fast Service","Hendersonville, TN","N/A","(615) 988-0349"
"Caguas, Puerto Rico 725","Iphone Factory","4.9 (399)","[Battery Replacement, Screen Repair, iPhone Repair]","Fast Service","u 10 Cll Nebraska","N/A","+1 787-508-0809"
"Caguas, Puerto Rico 725","Batteries Plus","4.5 (387)","[Screen Repair, Battery Replacement, Data Recovery]","Quick Fixes","Av. Luis Muñoz Marín AX-9","N/A","+1 787-743-6898"
"Caguas, Puerto Rico 725","PR Technology Store","4.4 (529)","[Screen Repair, Battery Replacement, Data Recovery]","Quick Fixes","300 Av. Las Américas Suite 107","N/A","+1 787-653-2373"
"Lancaster, California 93536","CPR Cell Phone Repair","5 (2900)","[Screen Repair, Battery Replacement, Diagnostic Services]","Fast Service","Lancaster, PA","N/A","(717) 947-4414"
"Lancaster, California 93536","V Fix Phone Ipad Repair - Valencia, Ca","5 (797)","[Screen Repair, Battery Replacement, Phone Restoration]","Trustworthy Service","Santa Clarita, CA","N/A","(661) 513-7281"
"Lancaster, California 93536","Fone Tech - Lancaster","4.9 (822)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","Lancaster, United Kingdom","N/A","+44 1524 382344"
"Lancaster, California 93536","The Fix in Westfield Culver City","4.9 (962)","[Back Glass Repair, iPhone Repair, Mobile Phone Repair]","Gentle Repair","Culver City, CA","N/A","(424) 508-3621"
"Lancaster, California 93536","uBreakiFix - Phone and Computer Repair","4.8 (1200)","[Screen Repair, Phone Repair, Device Diagnostics]","Fast Repairs","Lancaster, PA","N/A","(717) 824-4494"
"Stamford, Connecticut 6902","CPR Cell Phone Repair","4.9 (311)","[Screen Repair, Battery Replacement, Fast Repairs]","Quick Turnaround","Stamford, CT","N/A","(203) 902-9303"
"Stamford, Connecticut 6902","The Fix - Phone Repair, Tablet Repair and Accessories","4.7 (643)","[Screen Repair, Battery Replacement, Phone Repair]","Fast Service","Stamford, CT","N/A","(475) 419-4474"
"Stamford, Connecticut 6902","uBreakiFix - Phone and Computer Repair","4.7 (758)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","Stamford, CT","N/A","(203) 614-1110"
"Aurora, Colorado 80013","Expressline phone and tablet repair","5 (481)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Aurora, CO","N/A","(720) 850-7225"
"Aurora, Colorado 80013","CellPhone Shop Aurora","4.9 (546)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Aurora, CO","N/A","(303) 997-7365"
"Aurora, Colorado 80013","The Phone Plug","4.8 (305)","[Screen Repair, Battery Replacement, Diagnostic Service]","Reliable Service","Aurora, CO","N/A","(720) 243-4528"
"Aurora, Colorado 80013","FixIt Wireless - Aurora","4.8 (1000)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Aurora, CO","N/A","(303) 344-8061"
"Aurora, Colorado 80013","uBreakiFix - Phone and Computer Repair","4.3 (942)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Aurora, CO","N/A","(303) 690-6327"
"Houston, Texas 77083","CPR Cell Phone Repair","4.9 (761)","[Screen Repair, Battery Replacement, Diagnostic Service]","Reliable Repairs","Houston, TX","N/A","(832) 645-4428"
"Houston, Texas 77083","Celltronics - Phone & Computer Repair","4.9 (559)","[Battery Replacement, iPhone Repair, Phone Repair]","Fast Service","Houston, TX","N/A","(281) 760-5704"
"Houston, Texas 77083","Quick Fixx - iPhone Repair (We Buy Phones)","4.9 (460)","[Screen Repair, Battery Replacement, iPhone Purchase]","Fast Service","Houston, TX","N/A","(281) 797-8920"
"Houston, Texas 77083","Crackmend - Affordable Cell Phone Fix","4.8 (1300)","[Screen Repair, Battery Replacement, Glass Repair]","Trustworthy Repairs","Houston, TX","N/A","(346) 227-2192"
"Houston, Texas 77083","Alpha Fix | 15 Minutes Repair","4.8 (445)","[Screen Repair, Battery Replacement, Fast Repair]","Quick Fix","Richmond, TX","N/A","(346) 702-9909"
"Mckinney, Texas 75071","WE FIX - TECH REPAIR SHOP","5 (437)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","McKinney, TX","N/A","(469) 584-2058"
"Mckinney, Texas 75071","The Fix - Phone Repair, Tablet Repair & Accessories inside Walmart McKinney","4.9 (412)","[Screen Repair, Battery Replacement, Diagnostic]","Fast Service","McKinney, TX","N/A","(945) 257-3542"
"Mckinney, Texas 75071","(Phone Fixer) McKinney","4.7 (374)","[Screen Repair, Battery Replacement, Fast Repairs]","Quick Fix","McKinney, TX","N/A","(972) 400-6839"
"Mckinney, Texas 75071","CPR Cell Phone Repair","4.6 (598)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","McKinney, TX","N/A","(214) 843-0484"
"Mckinney, Texas 75071","uBreakiFix - Phone and Computer Repair","4.6 (1200)","[Screen Repair, Battery Replacement, Phone Repair]","Reliable Service","McKinney, TX","N/A","(214) 548-5915"
"Yuma, Arizona 85364","Talk N"" Fix Cell Phone Repair (inside Walmart Supercenter)","5 (595)","[Screen Repair, Battery Replacement, Water Damage]","Fast Affordable","Yuma, AZ","N/A","(928) 503-5316"
"Yuma, Arizona 85364","Talk N"" Fix Phone Repair Store (inside Walmart Supercenter)","5 (366)","[Screen Repair, Battery Replacement, Diagnostic Service]","Quick Fixes","Yuma, AZ","N/A","(928) 502-2496"
"Yuma, Arizona 85364","Talk N"" Fix Phone Fix Store (inside Walmart Supercenter)","5 (424)","[Screen Repair, Battery Replacement, Quick Turnaround]","Fast Service","Yuma, AZ","N/A","(928) 508-6012"
"Yuma, Arizona 85364","uBreakiFix - Phone and Computer Repair","4.7 (661)","[Screen Repair, Phone Repair, Device Restoration]","Reliable Service","Yuma, AZ","N/A","(928) 920-9023"
"Laredo, Texas 78046","CPR Cell Phone Repair","4.9 (665)","[Screen Repair, Cracked Glass, Mobile Repair]","Fast Service","Laredo, TX","N/A","(956) 462-1112"
"Laredo, Texas 78046","Mobile Addiction W. Del Mar Blvd ""next to T-Mobile"" Cell Phone, Tablet, Computer, Game Console Repair","4.9 (445)","[Back Glass Repair, Screen Repair, Device Diagnostics]","Quick Fixes","Laredo, TX","N/A","(956) 701-7500"
"Laredo, Texas 78046","Mobile Addiction San Dario Ave. ""next to Laredo Morning Times"" Cell Phone, Tablet, Computer, Game Console Repair","4.9 (900)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Service","Laredo, TX","N/A","(956) 740-3400"
"Laredo, Texas 78046","Mobile Addiction Bob Bullock Loop ""next to HEB PLUS"" Cell Phone, Tablet, Computer, Game Console Repair","4.9 (602)","[Screen Repair, Battery Replacement, Diagnostic Service]","Quick Fix","Laredo, TX","N/A","(956) 701-7900"
"Jacksonville, Florida 32218","Phone Tech","5 (1300)","[Screen Repair, Battery Replacement, Phone Repair]","Fast Service","Jacksonville, FL","N/A","(904) 999-4394"
"Jacksonville, Florida 32218","uBreakiFix - Phone and Computer Repair","4.9 (1800)","[Screen Repair, Battery Replacement, Fast Repair]","Fast Service","Jacksonville, FL","N/A","(904) 738-7818"
"Jacksonville, Florida 32218","Cell Xpert- Jacksonville Walmart Supercenter","4.9 (682)","[Screen Repair, Battery Replacement, Phone Diagnostics]","Fast Service","Jacksonville, FL","N/A","(904) 999-7149"
"Jacksonville, Florida 32218","The Fix - Phone Repair, Tablet Repair and Accessories inside Walmart Jacksonville","4.9 (326)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Jacksonville, FL","N/A","(904) 778-6642"
"Jacksonville, Florida 32218","uBreakiFix - Phone and Computer Repair","4.9 (2000)","[Screen Repair, Battery Replacement, Diagnostic Service]","Reliable Repairs","Jacksonville, FL","N/A","(904) 379-8029"
"Las Vegas, Nevada 89108","The Fix - Phone Repair, Tablet Repair and Accessories in Walmart Las Vegas","5 (371)","[Screen Repair, Battery Replacement, Phone Diagnostics]","Fast Service","North Las Vegas, NV","N/A","(702) 969-9324"
"Las Vegas, Nevada 89108","XO Phone Repair","5 (324)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","Las Vegas, NV","N/A","(702) 666-5318"
"Las Vegas, Nevada 89108","Smart Fix Las Vegas - iPhone, iPad, and Computer Repair Center","5 (304)","[Back Glass Repair, iPhone Repair, Computer Repair]","Quick Turnaround","Las Vegas, NV","N/A","(702) 355-5949"
"Las Vegas, Nevada 89108","702 Cell Phone Repair & Sales","4.9 (305)","[Screen Repair, Battery Replacement, Quick Repair]","Fast Service","Las Vegas, NV","N/A","(702) 527-4772"
"Las Vegas, Nevada 89108","Senor iPhone","4.9 (1600)","[Screen Repair, Battery Replacement, General Repair]","Reliable Repairs","Las Vegas, NV","N/A","(702) 330-0725"
"Tempe, Arizona 85281","Cell Phone 911 Repair Iphone Repair Cracked Screen 911 Tempe AZ","4.9 (527)","[Screen Repair, iPhone Repair, Samsung Repair]","Quick Fixes","Tempe, AZ","N/A","(480) 695-6756"
"Tempe, Arizona 85281","Rapid iPhone Repair Tempe","4.9 (535)","[Screen Repair, Apple Watch Repair, Battery Replacement]","Quick Fixes","Tempe, AZ","N/A","(602) 919-9667"
"Tempe, Arizona 85281","Microfix","4.9 (652)","[Screen Repair, Fast Repairs, Phone Diagnostics]","Fast Service","Tempe, AZ","N/A","(480) 219-6801"
"Tempe, Arizona 85281","Wireless Toyz","4.9 (1000)","[Screen Repair, Battery Replacement, Phone Restoration]","Highly Recommended","Mesa, AZ","N/A","(602) 784-6570"
"Tempe, Arizona 85281","T&E Phone Repair - Southern Ave | South Phoenix, AZ","4.9 (872)","[Screen Repair, Battery Replacement, Diagnostic Service]","Fast Service","Phoenix, AZ","N/A","(602) 567-3615"
"Little Elm, Texas 75068","iFix - Phone, Computer, Console & All Devices Repair | Buy & Sell Refurbished","5 (525)","[Screen Repair, Refurbished Sales, Device Diagnosis]","Fast Service","The Colony, TX","N/A","(972) 987-5171"
"Little Elm, Texas 75068","CPR Cell Phone Repair","4.9 (2400)","[Screen Repair, Battery Replacement, Fast Repairs]","Quick Turnaround","Lewisville, TX","N/A","(972) 315-2060"
"Little Elm, Texas 75068","Cell N Style - Cellphone & Computer Repair Aubrey","4.8 (447)","[Screen Repair, Battery Replacement, Fast Repairs]","Quick Turnaround","Aubrey, TX","N/A","(972) 977-9115"
"Little Elm, Texas 75068","CPR Cell Phone Repair","4.8 (700)","Phone Repair, Diagnostics","Local Pro","Denton, TX","N/A","(469) 422-7893"
"Little Elm, Texas 75068","CPR Cell Phone Repair","4.7 (714)","[Screen Repair, Battery Replacement, Diagnostic Service]","Quick Turnaround","Little Elm, TX","N/A","(940) 220-3948"
"Waipahu, Hawaii 96797","Aloha Phone Repair by TCA Wireless - Waipahu","4.9 (378)","[Screen Repair, Battery Replacement, Water Damage]","Quick Fixes","Waipahu, HI","N/A","(808) 944-8886"
"Washington, District of Columbia 20002","Mr Fix Cell Phone & Computer Repair","5 (748)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Washington, DC","N/A","(301) 747-6444"
"Washington, District of Columbia 20002","City Mobile ( Cell Phone Repair / iPad Repair / iPhone Repair)","4.9 (1100)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Service","Washington, DC","N/A","(202) 853-3981"
"Washington, District of Columbia 20002","Cell Phone Repair Washington DC","4.9 (495)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Washington, DC","N/A","(202) 986-0456"
"Washington, District of Columbia 20002","The Cell Phone Store","4.9 (642)","[Prepaid Plans, Phone Sales, SIM Activation]","Budget Friendly","Washington, DC","N/A","(202) 544-9777"
"Washington, District of Columbia 20002","Mobile2Mobile - iPhone Screen Repair / Cell Phone Repair DC","4.8 (426)","[Screen Repair, Battery Replacement, iPhone Repair]","Fast Service","Washington, DC","N/A","(202) 496-0690"
"Hollywood, Florida 33023","CELL PHONE REPAIR SHOP","5 (342)","[Charge Port Repair, iPhone Repair, Screen Repair]","Fast Service","Hollywood, FL","N/A","(954) 342-9794"
"Hollywood, Florida 33023","Phones R US","4.9 (681)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Hollywood, FL","N/A","(954) 889-6333"
"Hollywood, Florida 33023","Android2boost Buy/Sell/Repair","4.9 (300)","[Screen Repair, Battery Replacement, Phone Sales]","Fast Turnaround","Miramar, FL","N/A","(754) 610-4199"
"Hollywood, Florida 33023","PhoneRepair Guy Davie Fl","4.9 (460)","[Screen Repair, Battery Replacement, Fast Repairs]","Fast Service","Davie, FL","N/A","(954) 669-9588"
"Hollywood, Florida 33023","Fixit Phone Repair Hollywood - iPhone repair, Cell Phone Repair and Computer Repair","4.7 (367)","[Screen Repair, Battery Replacement, Water Damage]","Fast Service","Hollywood, FL","N/A","(754) 303-8612"
"Waukegan, Illinois 60085","XCell Wireless","4.9 (341)","[Screen Repair, Camera Repair, iPhone Repair]","Fast Service","Round Lake, IL","N/A","(224) 338-5413"
"Waukegan, Illinois 60085","911 Tech Repair - Cell Phone & Computer Repair - Grayslake","4.8 (534)","[Back Glass Repair, iPhone Repair, Cell Phone Repair]","Reliable Service","Grayslake, IL","N/A","(847) 986-6695"
